Total Score,Feasibility,Generation,Input,Variant
-8.0,Infeasible,0,1,1
-10.5,Infeasible,0,1,1
-18.136363636363637,Infeasible,0,1,1
-16.437500000000004,Infeasible,0,1,1
-11.225641025641025,Infeasible,0,1,1
-9.166666666666668,Infeasible,0,1,1
-12.149999999999999,Infeasible,0,1,1
-9.230769230769232,Infeasible,0,1,1
-9.333333333333334,Infeasible,0,1,1
-9.272727272727273,Infeasible,0,1,1
-9.333333333333332,Infeasible,0,1,1
-8.42,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-9.137931034482758,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-16.314285714285713,Infeasible,0,1,1
-10.6,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-9.333333333333334,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-9.130434782608695,Infeasible,0,1,1
-9.25,Infeasible,0,1,1
-13.100000000000001,Infeasible,0,1,1
-10.5,Infeasible,0,1,1
-9.3,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-13.326923076923078,Infeasible,0,1,1
-9.272727272727273,Infeasible,0,1,1
-10.0,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-8.0,Infeasible,0,1,1
-50.078947368421204,Infeasible,0,1,1
-28.99999999999998,Infeasible,1,1,1
-8.0,Infeasible,1,1,1
-10.5,Infeasible,1,1,1
32.0,Feasible,1,1,1
-8.0,Infeasible,1,1,1
-8.0,Infeasible,1,1,1
20.0,Feasible,1,1,1
-9.272727272727273,Infeasible,1,1,1
-8.0,Infeasible,1,1,1
-8.42,Infeasible,1,1,1
-9.130434782608695,Infeasible,1,1,1
-9.130434782608695,Infeasible,1,1,1
-8.0,Infeasible,1,1,1
-9.25,Infeasible,1,1,1
-9.272727272727272,Infeasible,1,1,1
-9.272727272727272,Infeasible,1,1,1
-9.333333333333334,Infeasible,1,1,1
-8.525,Infeasible,1,1,1
-8.0,Infeasible,1,1,1
-11.966666666666665,Infeasible,1,1,1
-9.166666666666668,Infeasible,1,1,1
-10.363636363636363,Infeasible,1,1,1
-9.333333333333334,Infeasible,1,1,1
-9.3,Infeasible,1,1,1
-110.11538461538451,Infeasible,1,1,1
-110.11538461538451,Infeasible,1,1,1
-8.375,Infeasible,1,1,1
-9.173913043478262,Infeasible,1,1,1
-10.1,Infeasible,1,1,1
-8.0,Infeasible,1,1,1
-9.454545454545455,Infeasible,1,1,1
-9.414285714285715,Infeasible,1,1,1
12.0,Feasible,2,1,1
-9.176470588235293,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.945,Infeasible,2,1,1
-15.89655172413793,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-9.250000000000002,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-19.51724137931034,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
20.0,Feasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.42,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
0.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-65.0000000000002,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-28.99999999999998,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-12.636363636363638,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-9.5625,Infeasible,2,1,1
-9.230769230769232,Infeasible,2,1,1
-9.75,Infeasible,2,1,1
-12.773873185637893,Infeasible,2,1,1
-9.75,Infeasible,2,1,1
-9.157894736842106,Infeasible,2,1,1
-9.230769230769232,Infeasible,2,1,1
-9.272727272727273,Infeasible,2,1,1
-14.602339181286547,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
-18.136363636363637,Infeasible,2,1,1
-8.0,Infeasible,2,1,1
20.0,Feasible,3,1,1
20.0,Feasible,3,1,1
-8.0,Infeasible,3,1,1
12.0,Feasible,3,1,1
12.0,Feasible,3,1,1
-0.8049999999999999,Infeasible,3,1,1
12.0,Feasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-17.41666666666667,Infeasible,3,1,1
-9.125,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-9.1875,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-9.107142857142858,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
-8.0,Infeasible,3,1,1
20.0,Feasible,4,1,1
20.0,Feasible,4,1,1
12.0,Feasible,4,1,1
12.0,Feasible,4,1,1
17.0,Feasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
14.0,Feasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-13.90909090909091,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-9.6,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-9.325,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
19.0,Feasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-9.214285714285714,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.0,Infeasible,4,1,1
-8.35,Infeasible,4,1,1
-13.576271186440678,Infeasible,4,1,1
20.0,Feasible,5,1,1
20.0,Feasible,5,1,1
20.0,Feasible,5,1,1
20.0,Feasible,5,1,1
20.0,Feasible,5,1,1
20.0,Feasible,5,1,1
-8.0,Infeasible,5,1,1
20.0,Feasible,5,1,1
32.0,Feasible,5,1,1
32.0,Feasible,5,1,1
32.0,Feasible,5,1,1
32.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
,Infeasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
12.0,Feasible,5,1,1
,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-9.25,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-8.25,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-1.6,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
-8.0,Infeasible,5,1,1
32.0,Feasible,6,1,1
-8.0,Infeasible,6,1,1
0.0,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
15.0,Feasible,6,1,1
20.0,Feasible,6,1,1
-8.0,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
15.0,Feasible,6,1,1
,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
0.0,Infeasible,6,1,1
20.0,Feasible,6,1,1
12.0,Feasible,6,1,1
15.0,Feasible,6,1,1
-8.0,Infeasible,6,1,1
20.0,Feasible,6,1,1
12.0,Feasible,6,1,1
32.0,Feasible,6,1,1
20.0,Feasible,6,1,1
12.0,Feasible,6,1,1
32.0,Feasible,6,1,1
20.0,Feasible,6,1,1
-8.0,Infeasible,6,1,1
0.0,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
0.0,Infeasible,6,1,1
-8.0,Infeasible,6,1,1
,Infeasible,6,1,1
20.0,Feasible,6,1,1
12.0,Feasible,6,1,1
-8.0,Infeasible,6,1,1
,Infeasible,6,1,1
20.0,Feasible,6,1,1
,Infeasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
12.0,Feasible,6,1,1
15.0,Feasible,7,1,1
-8.0,Infeasible,7,1,1
12.0,Feasible,7,1,1
20.0,Feasible,7,1,1
17.0,Feasible,7,1,1
20.0,Feasible,7,1,1
12.0,Feasible,7,1,1
32.0,Feasible,7,1,1
20.0,Feasible,7,1,1
,Infeasible,7,1,1
-8.0,Infeasible,7,1,1
-10.333333333333334,Infeasible,7,1,1
12.0,Feasible,7,1,1
12.0,Feasible,7,1,1
-8.0,Infeasible,7,1,1
-8.0,Infeasible,7,1,1
12.0,Feasible,7,1,1
20.0,Feasible,7,1,1
0.0,Infeasible,7,1,1
-8.0,Infeasible,7,1,1
20.0,Feasible,7,1,1
12.0,Feasible,7,1,1
,Infeasible,7,1,1
-8.0,Infeasible,7,1,1
32.0,Feasible,7,1,1
32.0,Feasible,7,1,1
20.0,Feasible,7,1,1
0.0,Infeasible,7,1,1
-8.0,Infeasible,7,1,1
20.0,Feasible,7,1,1
12.0,Feasible,7,1,1
,Infeasible,7,1,1
-8.0,Infeasible,7,1,1
,Infeasible,7,1,1
0.0,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
20.0,Feasible,8,1,1
17.0,Feasible,8,1,1
-0.375,Infeasible,8,1,1
-0.35,Infeasible,8,1,1
17.0,Feasible,8,1,1
0.0,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
32.0,Feasible,8,1,1
17.0,Feasible,8,1,1
32.0,Feasible,8,1,1
12.0,Feasible,8,1,1
0.0,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
0.0,Infeasible,8,1,1
0.0,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
12.0,Feasible,8,1,1
20.0,Feasible,8,1,1
0.0,Infeasible,8,1,1
-8.0,Infeasible,8,1,1
32.0,Feasible,9,1,1
17.0,Feasible,9,1,1
12.0,Feasible,9,1,1
20.0,Feasible,9,1,1
12.0,Feasible,9,1,1
20.0,Feasible,9,1,1
-8.0,Infeasible,9,1,1
-9.363636363636363,Infeasible,9,1,1
12.0,Feasible,9,1,1
20.0,Feasible,9,1,1
20.0,Feasible,9,1,1
12.0,Feasible,9,1,1
20.0,Feasible,9,1,1
12.0,Feasible,9,1,1
-0.7649999999999999,Infeasible,9,1,1
,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
12.0,Feasible,9,1,1
20.0,Feasible,9,1,1
-8.0,Infeasible,9,1,1
0.0,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
15.0,Feasible,9,1,1
-8.0,Infeasible,9,1,1
12.0,Feasible,9,1,1
20.0,Feasible,9,1,1
,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
-0.415,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
0.0,Infeasible,9,1,1
20.0,Feasible,9,1,1
15.0,Feasible,9,1,1
-8.0,Infeasible,9,1,1
-8.0,Infeasible,9,1,1
15.0,Feasible,9,1,1
-8.0,Infeasible,9,1,1
0.0,Infeasible,9,1,1
20.0,Feasible,10,1,1
17.0,Feasible,10,1,1
-8.0,Infeasible,10,1,1
,Infeasible,10,1,1
-8.0,Infeasible,10,1,1
-0.81,Infeasible,10,1,1
,Infeasible,10,1,1
-8.0,Infeasible,10,1,1
-8.0,Infeasible,10,1,1
17.0,Feasible,10,1,1
17.0,Feasible,10,1,1
,Infeasible,10,1,1
-8.0,Infeasible,10,1,1
32.0,Feasible,10,1,1
12.0,Feasible,10,1,1
20.0,Feasible,10,1,1
17.0,Feasible,10,1,1
12.0,Feasible,10,1,1
17.0,Feasible,10,1,1
20.0,Feasible,10,1,1
15.0,Feasible,10,1,1
0.0,Infeasible,10,1,1
20.0,Feasible,11,1,1
32.0,Feasible,11,1,1
12.0,Feasible,11,1,1
20.0,Feasible,11,1,1
,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
-0.35,Infeasible,11,1,1
,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
,Infeasible,11,1,1
-0.35,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
0.0,Infeasible,11,1,1
0.0,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
17.0,Feasible,11,1,1
20.0,Feasible,11,1,1
-9.363636363636363,Infeasible,11,1,1
20.0,Feasible,11,1,1
17.0,Feasible,11,1,1
12.0,Feasible,11,1,1
32.0,Feasible,11,1,1
12.0,Feasible,11,1,1
15.0,Feasible,11,1,1
0.0,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
12.0,Feasible,11,1,1
20.0,Feasible,11,1,1
,Infeasible,11,1,1
-8.0,Infeasible,11,1,1
,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
20.0,Feasible,12,1,1
-8.0,Infeasible,12,1,1
0.0,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
0.0,Infeasible,12,1,1
-15.451612903225806,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
15.0,Feasible,12,1,1
,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
17.0,Feasible,12,1,1
0.0,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
17.0,Feasible,12,1,1
12.0,Feasible,12,1,1
-8.0,Infeasible,12,1,1
17.0,Feasible,12,1,1
12.0,Feasible,12,1,1
-8.0,Infeasible,12,1,1
20.0,Feasible,12,1,1
32.0,Feasible,12,1,1
14.0,Feasible,12,1,1
32.0,Feasible,12,1,1
20.0,Feasible,12,1,1
14.0,Feasible,12,1,1
-8.0,Infeasible,12,1,1
0.0,Infeasible,12,1,1
-8.0,Infeasible,12,1,1
,Infeasible,12,1,1
12.0,Feasible,12,1,1
-8.0,Infeasible,12,1,1
-0.415,Infeasible,12,1,1
17.0,Feasible,12,1,1
32.0,Feasible,12,1,1
20.0,Feasible,12,1,1
12.0,Feasible,12,1,1
17.0,Feasible,12,1,1
0.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
15.0,Feasible,13,1,1
-8.0,Infeasible,13,1,1
,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
0.0,Infeasible,13,1,1
,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
15.0,Feasible,13,1,1
12.0,Feasible,13,1,1
20.0,Feasible,13,1,1
,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
0.0,Infeasible,13,1,1
,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
,Infeasible,13,1,1
12.0,Feasible,13,1,1
32.0,Feasible,13,1,1
-8.0,Infeasible,13,1,1
20.0,Feasible,13,1,1
32.0,Feasible,13,1,1
32.0,Feasible,13,1,1
12.0,Feasible,13,1,1
32.0,Feasible,13,1,1
17.0,Feasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
,Infeasible,13,1,1
32.0,Feasible,13,1,1
-8.0,Infeasible,13,1,1
,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
-8.0,Infeasible,13,1,1
15.0,Feasible,13,1,1
0.0,Infeasible,14,1,1
-8.0,Infeasible,14,1,1
-8.0,Infeasible,14,1,1
-0.39,Infeasible,14,1,1
12.0,Feasible,14,1,1
20.0,Feasible,14,1,1
-8.0,Infeasible,14,1,1
,Infeasible,14,1,1
12.0,Feasible,14,1,1
-8.0,Infeasible,14,1,1
,Infeasible,14,1,1
-8.0,Infeasible,14,1,1
-8.0,Infeasible,14,1,1
-0.415,Infeasible,14,1,1
,Infeasible,14,1,1
12.0,Feasible,14,1,1
32.0,Feasible,14,1,1
,Infeasible,14,1,1
-8.0,Infeasible,14,1,1
,Infeasible,14,1,1
-8.0,Infeasible,14,1,1
12.0,Feasible,14,1,1
32.0,Feasible,14,1,1
20.0,Feasible,14,1,1
-8.0,Infeasible,14,1,1
32.0,Feasible,14,1,1
17.0,Feasible,14,1,1
20.0,Feasible,14,1,1
12.0,Feasible,15,1,1
32.0,Feasible,15,1,1
20.0,Feasible,15,1,1
,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
32.0,Feasible,15,1,1
12.0,Feasible,15,1,1
12.0,Feasible,15,1,1
17.0,Feasible,15,1,1
0.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
17.0,Feasible,15,1,1
-8.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
15.0,Feasible,15,1,1
-8.0,Infeasible,15,1,1
15.0,Feasible,15,1,1
-8.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
0.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
12.0,Feasible,15,1,1
17.0,Feasible,15,1,1
17.0,Feasible,15,1,1
32.0,Feasible,15,1,1
,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
20.0,Feasible,15,1,1
32.0,Feasible,15,1,1
,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
20.0,Feasible,15,1,1
17.0,Feasible,15,1,1
-8.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
0.0,Infeasible,15,1,1
-8.0,Infeasible,15,1,1
12.0,Feasible,15,1,1
17.0,Feasible,15,1,1
32.0,Feasible,16,1,1
20.0,Feasible,16,1,1
20.0,Feasible,16,1,1
32.0,Feasible,16,1,1
-13.056666666666668,Infeasible,16,1,1
-8.0,Infeasible,16,1,1
-8.0,Infeasible,16,1,1
-0.8049999999999999,Infeasible,16,1,1
12.0,Feasible,16,1,1
17.0,Feasible,16,1,1
,Infeasible,16,1,1
-8.0,Infeasible,16,1,1
32.0,Feasible,16,1,1
20.0,Feasible,16,1,1
12.0,Feasible,16,1,1
20.0,Feasible,16,1,1
15.0,Feasible,16,1,1
-8.0,Infeasible,16,1,1
12.0,Feasible,16,1,1
20.0,Feasible,16,1,1
-8.0,Infeasible,16,1,1
-8.0,Infeasible,16,1,1
20.0,Feasible,16,1,1
17.0,Feasible,16,1,1
-8.0,Infeasible,16,1,1
20.0,Feasible,16,1,1
12.0,Feasible,16,1,1
-8.0,Infeasible,16,1,1
-8.0,Infeasible,16,1,1
,Infeasible,16,1,1
17.0,Feasible,16,1,1
20.0,Feasible,16,1,1
-8.0,Infeasible,16,1,1
15.0,Feasible,16,1,1
32.0,Feasible,16,1,1
17.0,Feasible,16,1,1
-8.0,Infeasible,17,1,1
14.0,Feasible,17,1,1
,Infeasible,17,1,1
-8.0,Infeasible,17,1,1
20.0,Feasible,17,1,1
32.0,Feasible,17,1,1
17.0,Feasible,17,1,1
12.0,Feasible,17,1,1
-8.0,Infeasible,17,1,1
0.0,Infeasible,17,1,1
20.0,Feasible,17,1,1
17.0,Feasible,17,1,1
12.0,Feasible,17,1,1
20.0,Feasible,17,1,1
15.0,Feasible,17,1,1
-8.0,Infeasible,17,1,1
17.0,Feasible,17,1,1
-8.0,Infeasible,17,1,1
-8.0,Infeasible,17,1,1
,Infeasible,17,1,1
12.0,Feasible,17,1,1
17.0,Feasible,17,1,1
17.0,Feasible,17,1,1
-8.0,Infeasible,17,1,1
,Infeasible,17,1,1
,Infeasible,17,1,1
-8.0,Infeasible,17,1,1
-8.0,Infeasible,17,1,1
-0.415,Infeasible,17,1,1
20.0,Feasible,17,1,1
20.0,Feasible,17,1,1
17.0,Feasible,17,1,1
12.0,Feasible,17,1,1
17.0,Feasible,17,1,1
32.0,Feasible,18,1,1
20.0,Feasible,18,1,1
,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
15.0,Feasible,18,1,1
0.0,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
17.0,Feasible,18,1,1
,Infeasible,18,1,1
20.0,Feasible,18,1,1
32.0,Feasible,18,1,1
,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
0.0,Infeasible,18,1,1
20.0,Feasible,18,1,1
17.0,Feasible,18,1,1
32.0,Feasible,18,1,1
12.0,Feasible,18,1,1
12.0,Feasible,18,1,1
17.0,Feasible,18,1,1
20.0,Feasible,18,1,1
-8.0,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
20.0,Feasible,18,1,1
-8.0,Infeasible,18,1,1
12.0,Feasible,18,1,1
-8.0,Infeasible,18,1,1
0.0,Infeasible,18,1,1
17.0,Feasible,18,1,1
-8.0,Infeasible,18,1,1
0.0,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
0.0,Infeasible,18,1,1
-8.0,Infeasible,18,1,1
15.0,Feasible,18,1,1
-8.0,Infeasible,19,1,1
,Infeasible,19,1,1
15.0,Feasible,19,1,1
-8.0,Infeasible,19,1,1
0.0,Infeasible,19,1,1
17.0,Feasible,19,1,1
12.0,Feasible,19,1,1
-8.0,Infeasible,19,1,1
,Infeasible,19,1,1
-8.0,Infeasible,19,1,1
,Infeasible,19,1,1
32.0,Feasible,19,1,1
17.0,Feasible,19,1,1
20.0,Feasible,19,1,1
-8.0,Infeasible,19,1,1
,Infeasible,19,1,1
-8.0,Infeasible,19,1,1
17.0,Feasible,19,1,1
32.0,Feasible,19,1,1
,Infeasible,19,1,1
15.0,Feasible,19,1,1
-8.0,Infeasible,19,1,1
-8.0,Infeasible,19,1,1
12.0,Feasible,19,1,1
20.0,Feasible,19,1,1
,Infeasible,19,1,1
-0.415,Infeasible,19,1,1
-8.0,Infeasible,19,1,1
20.0,Feasible,19,1,1
-8.0,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
20.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
15.0,Feasible,20,1,1
12.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
12.0,Feasible,20,1,1
20.0,Feasible,20,1,1
,Infeasible,20,1,1
15.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
17.0,Feasible,20,1,1
12.0,Feasible,20,1,1
20.0,Feasible,20,1,1
,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
0.0,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
,Infeasible,20,1,1
20.0,Feasible,20,1,1
17.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
32.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
15.0,Feasible,20,1,1
,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
20.0,Feasible,20,1,1
17.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
-8.0,Infeasible,20,1,1
15.0,Feasible,20,1,1
12.0,Feasible,20,1,1
20.0,Feasible,20,1,1
17.0,Feasible,20,1,1
-8.0,Infeasible,20,1,1
0.0,Infeasible,20,1,1
-8.0,Infeasible,21,1,1
15.0,Feasible,21,1,1
-8.0,Infeasible,21,1,1
20.0,Feasible,21,1,1
32.0,Feasible,21,1,1
,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
,Infeasible,21,1,1
15.0,Feasible,21,1,1
-8.0,Infeasible,21,1,1
,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
-0.415,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
-0.415,Infeasible,21,1,1
12.0,Feasible,21,1,1
20.0,Feasible,21,1,1
32.0,Feasible,21,1,1
,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
,Infeasible,21,1,1
32.0,Feasible,21,1,1
20.0,Feasible,21,1,1
-8.0,Infeasible,21,1,1
,Infeasible,21,1,1
-8.0,Infeasible,21,1,1
0.0,Infeasible,21,1,1
,Infeasible,21,1,1
-8.0,Infeasible,22,1,1
,Infeasible,22,1,1
17.0,Feasible,22,1,1
20.0,Feasible,22,1,1
12.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
,Infeasible,22,1,1
-8.0,Infeasible,22,1,1
15.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
,Infeasible,22,1,1
12.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
-8.0,Infeasible,22,1,1
,Infeasible,22,1,1
15.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
12.0,Feasible,22,1,1
17.0,Feasible,22,1,1
17.0,Feasible,22,1,1
20.0,Feasible,22,1,1
15.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
,Infeasible,22,1,1
17.0,Feasible,22,1,1
17.0,Feasible,22,1,1
20.0,Feasible,22,1,1
,Infeasible,22,1,1
12.0,Feasible,22,1,1
20.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
0.0,Infeasible,22,1,1
-8.0,Infeasible,22,1,1
32.0,Feasible,22,1,1
12.0,Feasible,22,1,1
-8.0,Infeasible,22,1,1
,Infeasible,22,1,1
-0.81,Infeasible,22,1,1
32.0,Feasible,22,1,1
,Infeasible,23,1,1
-8.0,Infeasible,23,1,1
17.0,Feasible,23,1,1
20.0,Feasible,23,1,1
-0.35,Infeasible,23,1,1
-0.415,Infeasible,23,1,1
15.0,Feasible,23,1,1
,Infeasible,23,1,1
12.0,Feasible,23,1,1
12.0,Feasible,23,1,1
32.0,Feasible,23,1,1
-8.0,Infeasible,23,1,1
,Infeasible,23,1,1
,Infeasible,23,1,1
-8.0,Infeasible,23,1,1
-8.0,Infeasible,23,1,1
,Infeasible,23,1,1
20.0,Feasible,23,1,1
12.0,Feasible,23,1,1
32.0,Feasible,23,1,1
12.0,Feasible,23,1,1
17.0,Feasible,23,1,1
-8.0,Infeasible,23,1,1
15.0,Feasible,23,1,1
32.0,Feasible,23,1,1
-8.0,Infeasible,23,1,1
0.0,Infeasible,23,1,1
-8.0,Infeasible,23,1,1
12.0,Feasible,23,1,1
20.0,Feasible,23,1,1
0.0,Infeasible,23,1,1
-8.0,Infeasible,23,1,1
32.0,Feasible,23,1,1
-8.0,Infeasible,23,1,1
-8.0,Infeasible,24,1,1
32.0,Feasible,24,1,1
32.0,Feasible,24,1,1
17.0,Feasible,24,1,1
12.0,Feasible,24,1,1
20.0,Feasible,24,1,1
17.0,Feasible,24,1,1
15.0,Feasible,24,1,1
-8.0,Infeasible,24,1,1
12.0,Feasible,24,1,1
-8.0,Infeasible,24,1,1
0.0,Infeasible,24,1,1
12.0,Feasible,24,1,1
32.0,Feasible,24,1,1
20.0,Feasible,24,1,1
-8.0,Infeasible,24,1,1
,Infeasible,24,1,1
